Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2014-12;Sud-Est;MONTPELLIER;PARIS LYON;326;324;2;49;84.9;Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
2014-12;Est;PARIS EST;STRASBOURG;441;441;0;32;92.7;
2014-12;Sud-Est;PARIS LYON;ANNECY;160;160;0;9;94.4;
2014-12;Sud-Est;PARIS LYON;BELLEGARDE (AIN);252;252;0;27;89.3;
2014-12;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;219;219;0;9;95.9;
2014-12;Sud-Est;PARIS LYON;NICE VILLE;185;185;0;17;90.8;
2014-12;Sud-Est;PARIS LYON;NIMES;321;319;2;24;92.5;
2014-12;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;449;448;1;19;95.8;
2014-12;Atlantique;PARIS MONTPARNASSE;ANGOULEME;335;334;1;21;93.7;
2014-12;Atlantique;PARIS MONTPARNASSE;LAVAL;240;240;0;20;91.7;
2014-12;Atlantique;PARIS MONTPARNASSE;RENNES;567;567;0;62;89.1;"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35). "
2014-12;Nord;PARIS NORD;DUNKERQUE;115;115;0;7;93.9;
2014-12;Nord;PARIS NORD;ARRAS;321;321;0;19;94.1;
2014-12;Sud-Est;PERPIGNAN;PARIS LYON;158;158;0;33;79.1;Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
2014-12;Atlantique;POITIERS;PARIS MONTPARNASSE;507;506;1;34;93.3;
2014-12;Atlantique;RENNES;PARIS MONTPARNASSE;571;571;0;52;90.9;
2014-12;Atlantique;VANNES;PARIS MONTPARNASSE;172;172;0;19;89.0;"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35)."
2015-01;Atlantique;ANGOULEME;PARIS MONTPARNASSE;335;334;1;36;89.2;La ligne a été impactée par des incidents externes dont un accident de personne à VIVONNE le 04/01 (3 TGV retardés de 1h34 à 3h40) ainsi que la divagation d’un veau le 07/01 entre ANGOULÊME et POITIERS (5 TGV de 24’ à 1h04). Un dérangement des installations au nord de CHATELLERAULT le 15/01 a également entraîné des retards (24 TGV de 12’ à 1h50) ainsi que la panne d’un TGV sur la Ligne Grande Vitesse le 23/01 à DANGEAU (41 TGV retardés de 11’ à 3h18) et la panne d’un TER le 28/01 au sud de POITIERS (10 TGV retardés de 18’ à 3h23).
2015-01;Sud-Est;ANNECY;PARIS LYON;192;191;1;23;88.0;
2015-01;Nord;ARRAS;PARIS NORD;322;322;0;51;84.2;
2015-01;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;208;206;2;13;93.7;
2015-01;Sud-Est;GRENOBLE;PARIS LYON;228;223;5;16;92.8;
2015-01;Nord;LILLE;MARSEILLE ST CHARLES;196;196;0;39;80.1;"Les principaux évènements survenus au mois de janvier sont :
Chutes de neige dans le sud-est le 20 
Accident de personne : Cesseins le 01 et Vennissieux le 03
Heurts d'animaux  : Chevry le 05, Neufmoutiers le 06, Cluny le 18 et Moussy et Lapalud le 29
Plusieurs colis suspects : à Marseille le 08, Marne la Vallée le 08, Roissy les 08,10 et 11 et à Lyon les 09 et 15
Un défaut d'alimentation à Fresnoy le 06
Obstacle dans la voie à Macon le 13
Des travaux importants sur la LGV Nord entrainant des limitations de vitesse"
2015-01;Nord;LILLE;PARIS NORD;574;573;1;86;85.0;
2015-01;Sud-Est;LYON PART DIEU;MONTPELLIER;348;346;2;57;83.5;
2015-01;Atlantique;LYON PART DIEU;RENNES;82;82;0;16;80.5;
2015-01;Sud-Est;MONTPELLIER;LYON PART DIEU;317;315;2;44;86.0;
2015-01;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;242;242;0;22;90.9;
2015-01;Sud-Est;PARIS LYON;DIJON VILLE;445;445;0;26;94.2;
2015-01;Sud-Est;PARIS LYON;MONTPELLIER;320;319;1;35;89.0;
2015-01;Sud-Est;PARIS LYON;NICE VILLE;178;177;1;26;85.3;5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015
2015-01;Sud-Est;PARIS LYON;PERPIGNAN;157;157;0;18;88.5;5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015
2015-01;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;288;287;1;26;90.9;
2015-01;Atlantique;PARIS MONTPARNASSE;LAVAL;217;217;0;6;97.2;
2015-01;Atlantique;PARIS MONTPARNASSE;RENNES;508;508;0;34;93.3;
2015-01;Nord;PARIS NORD;DOUAI;184;184;0;21;88.6;
2015-01;Atlantique;POITIERS;PARIS MONTPARNASSE;472;471;1;35;92.6;La ligne a été impactée par des incidents externes dont un accident de personne au sud de POITIERS le 04/01 (3 TGV retardés de 1h34 à 3h40) ainsi que la divagation d’un veau le 07/01 entre ANGOULÊME et POITIERS (5 TGV de 24’ à 1h04). Un dérangement des installations au nord de CHATELLERAULT le 15/01 a également entraîné des retards (24 TGV de 12’ à 1h50) ainsi que la panne d’un TGV sur la Ligne Grande Vitesse le 23/01 (41 TGV retardés de 11’ à 3h18) et la panne d’un TER le 28/01 au sud de POITIERS (10 TGV retardés de 18’ à 3h23).
2015-02;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;206;205;1;7;96.6;
2015-02;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;219;218;1;37;83.0;
2015-02;Sud-Est;GRENOBLE;PARIS LYON;231;230;1;20;91.3;La panne d'un TGV entre Lyon et Grenoble le 20 février a retardé 5 TGV de plus de 30 min
2015-02;Nord;LYON PART DIEU;LILLE;249;249;0;51;79.5;"Les principaux évènements survenus au mois de janvier sont :
Chutes de neige dans le sud-est les 04 et 21
Accident de personne à Miribel le 02 et Avignon le 10
Heurts d'animaux  : Sangliers à Macon et Combles le 04
Plusieurs colis suspects à Roissy les 06 et 23
Des défauts d'alimentations : Grenay le 03 et Lyon le 26
Obstacle sur la voie à Toussieu le 14
Aggression d'un contrôleur occasionnant des droits de retrait les 07 et 08
Des travaux importants sur la LGV Nord entrainant des limitations de vitesse"
2015-02;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;551;550;1;121;78.0;
2015-02;Nord;MARSEILLE ST CHARLES;LILLE;194;194;0;38;80.4;
2015-02;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;391;391;0;22;94.4;
2015-02;Est;NANCY;PARIS EST;264;261;3;17;93.5;
2015-02;Sud-Est;NICE VILLE;PARIS LYON;169;168;1;26;84.5;
2015-02;Est;PARIS EST;METZ;276;271;5;23;91.5;
2015-02;Est;PARIS EST;NANCY;265;262;3;16;93.9;
2015-02;Sud-Est;PARIS LYON;BELLEGARDE (AIN);223;223;0;47;78.9;De fortes chutes de neige dans le Jura et les Alpes ont perturbé la circulation des TGV Paris-Genève en février
2015-02;Sud-Est;PARIS LYON;GRENOBLE;242;242;0;17;93.0;La panne d'un TGV entre Lyon et Grenoble le 20 février a retardé 5 TGV de plus de 30 min
2012-02;Atlantique;PARIS MONTPARNASSE;ST MALO;53;53;0;2;96.2;
2012-02;Atlantique;PARIS MONTPARNASSE;VANNES;170;170;0;24;85.9;
2012-02;Sud-Est;PARIS LYON;BELLEGARDE (AIN);271;271;0;64;76.4;
2012-03;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;418;418;0;53;87.3;
2012-03;Sud-Est;PARIS LYON;DIJON VILLE;465;465;0;23;95.1;
2012-03;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;203;202;1;20;90.1;"""Les ralentissements pour travaux de renouvellement des voies au nord de Bordeaux retardent les TGV en provenance de Bordeaux"
2012-03;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;207;207;0;34;83.6;
2012-03;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;596;596;0;89;85.1;
2012-03;Sud-Est;PARIS LYON;MACON LOCHE;192;192;0;5;97.4;
2012-03;Sud-Est;MONTPELLIER;PARIS LYON;361;361;0;24;93.4;
2012-03;Est;NANCY;PARIS EST;298;297;1;13;95.6;Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.
2012-03;Est;STRASBOURG;NANTES;61;61;0;7;88.5;Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.
2012-03;Sud-Est;PERPIGNAN;PARIS LYON;146;146;0;11;92.5;
2012-03;Sud-Est;ANNECY;PARIS LYON;209;209;0;19;90.9;
2012-03;Sud-Est;PARIS LYON;ANNECY;208;208;0;9;95.7;
2012-03;Atlantique;PARIS MONTPARNASSE;RENNES;571;571;0;31;94.6;
2012-03;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;112;112;0;9;92.0;
2012-03;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;472;472;0;90;80.9;
2012-03;Atlantique;PARIS MONTPARNASSE;TOURS;221;221;0;25;88.7;
2012-03;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;267;267;0;24;91.0;
2012-03;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;241;241;0;21;91.3;
2012-04;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;222;222;0;16;92.8;
2012-04;Sud-Est;PARIS LYON;DIJON VILLE;442;442;0;33;92.5;
2012-04;Nord;PARIS NORD;DUNKERQUE;153;152;1;8;94.7;Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Atlantique;LAVAL;PARIS MONTPARNASSE;235;235;0;17;92.8;
2012-04;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;211;211;0;29;86.3;
2012-04;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;200;199;1;26;86.9;
2012-04;Atlantique;LE MANS;PARIS MONTPARNASSE;474;474;0;55;88.4;Dérangement d'installation à Angers, accident de personne sur les voies sur la Ligne à Grande Vitesse au niveau de St-Léger affectant 17 TGV.
2012-04;Atlantique;PARIS MONTPARNASSE;LE MANS;438;438;0;29;93.4;
2012-04;Nord;LYON PART DIEU;LILLE;271;271;0;63;76.8;Travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Nord;LILLE;MARSEILLE ST CHARLES;153;153;0;27;82.4;Conditions difficiles avec des retards liés notamment aux travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Sud-Est;MONTPELLIER;LYON PART DIEU;358;358;0;63;82.4;
2012-04;Atlantique;LYON PART DIEU;RENNES;29;29;0;2;93.1;
2012-04;Sud-Est;PARIS LYON;MACON LOCHE;182;182;0;13;92.9;
2012-04;Sud-Est;PARIS LYON;MONTPELLIER;363;363;0;29;92.0;
2012-04;Atlantique;NANTES;PARIS MONTPARNASSE;568;568;0;20;96.5;
2012-04;Est;NANTES;STRASBOURG;60;60;0;1;98.3;Un mois au dessus de l'objectif et en amélioration avec l'arrêt d'une partie des travaux.
2012-04;Sud-Est;PARIS LYON;NICE VILLE;197;197;0;37;81.2;Une baisse de la régularité en avril qui s'explique par une augmentation des incidents d'origine externe (trois accidents de personne, un vol de câbles sur ligne nouvelle) et deux incidents d'exploitation importants dans le noeud Marseillais.
2012-04;Atlantique;QUIMPER;PARIS MONTPARNASSE;146;146;0;9;93.8;
2012-04;Est;PARIS EST;REIMS;241;241;0;9;96.3;Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.
2012-04;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;114;114;0;11;90.4;
2012-04;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;452;452;0;40;91.2;
2012-04;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;113;113;0;5;95.6;
2012-04;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;141;141;0;13;90.8;
2012-04;Sud-Est;PARIS LYON;AVIGNON TGV;370;370;0;32;91.4;
2012-04;Sud-Est;BELLEGARDE (AIN);PARIS LYON;268;268;0;13;95.1;
2012-04;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;626;626;0;50;92.0;
2012-05;Atlantique;PARIS MONTPARNASSE;BREST;177;177;0;13;92.7;
2012-05;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;215;215;0;29;86.5;
2012-05;Sud-Est;DIJON VILLE;PARIS LYON;439;439;0;52;88.2;
2012-05;Sud-Est;PARIS LYON;DIJON VILLE;444;444;0;33;92.6;
2012-05;Nord;PARIS NORD;DUNKERQUE;155;155;0;9;94.2;
2012-05;Sud-Est;GRENOBLE;PARIS LYON;234;233;1;14;94.0;
2012-05;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;210;210;0;37;82.4;Travaux de suppression d'un passage à niveau, de suppression d'une passerelle à Mauzé (79) et d'amélioration de la qualité de la voie.
2012-05;Nord;LILLE;MARSEILLE ST CHARLES;162;162;0;32;80.2;Les circulations ont été impactées par de nombreux événements : plusieurs accidents de personne ou personnes dans les voies. des heurts d'animaux. Il y a eu également des dérangements des installations ferroviaires et quelques difficultés liées aux rames TGV
2012-05;Nord;MARSEILLE ST CHARLES;LILLE;136;136;0;34;75.0;Les circulations ont été impactées par de nombreux événements : plusieurs accidents de personne ou personnes dans les voies. des heurts d'animaux. Il y a eu également des dérangements des installations ferroviaires et quelques difficultés liées aux rames TGV
2012-05;Atlantique;LYON PART DIEU;RENNES;31;31;0;1;96.8;
2012-05;Sud-Est;PERPIGNAN;PARIS LYON;159;159;0;12;92.5;
2012-05;Atlantique;POITIERS;PARIS MONTPARNASSE;496;496;0;74;85.1;Résultats du mois de mai légèrement en baisse par rapport au mois d'avril. La principale cause d'irrégularité sur cette liaison est la succession des dérangements liés à l'infrastructure (voies et signalisation). L'incident caténaire (rupture du fil d'alimentation électrique) a eu un lourd impact sur la régularité des trains (24 TGV touchés avec des retards allant jusqu'à plusieurs heures).
2012-05;Est;PARIS EST;REIMS;252;252;0;14;94.4;Un légère baisse mais un résultat toujours supérieur à l'objectif malgré un baisse de la performance du matériel sur la fin de mois.
2012-05;Atlantique;ST MALO;PARIS MONTPARNASSE;103;103;0;4;96.1;
2012-05;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;143;143;0;14;90.2;
2012-05;Atlantique;PARIS MONTPARNASSE;TOURS;193;193;0;19;90.2;
2012-05;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;606;606;0;50;91.7;
2012-06;Atlantique;PARIS MONTPARNASSE;BREST;175;175;0;7;96.0;
2012-06;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;189;189;0;25;86.8;
2012-06;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;201;201;0;19;90.5;
2012-06;Sud-Est;PARIS LYON;GRENOBLE;245;245;0;23;90.6;
2012-06;Atlantique;PARIS MONTPARNASSE;LAVAL;233;233;0;13;94.4;
2012-06;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;200;200;0;22;89.0;
2012-06;Nord;MARSEILLE ST CHARLES;LILLE;127;127;0;37;70.9;Liaison touchée par des vols de câbles et des accidents de personnes sur le Nord mais aussi par des dérangements d'installations ferroviaires sur le Sud-Est.
2012-06;Nord;PARIS NORD;LILLE;616;616;0;69;88.8;
2012-06;Est;PARIS EST;METZ;300;300;0;21;93.0;
2012-06;Atlantique;ANGOULEME;PARIS MONTPARNASSE;350;350;0;57;83.7;Quelques incidents ayant un fort impact sur la régularité des TGV.
2012-06;Sud-Est;MONTPELLIER;PARIS LYON;384;384;0;38;90.1;
2012-06;Sud-Est;PARIS LYON;MULHOUSE VILLE;172;172;0;15;91.3;
2012-06;Est;STRASBOURG;NANTES;60;60;0;4;93.3;
2012-06;Atlantique;QUIMPER;PARIS MONTPARNASSE;144;144;0;9;93.8;
2012-06;Sud-Est;ANNECY;PARIS LYON;194;194;0;17;91.2;
2012-06;Est;PARIS EST;REIMS;243;243;0;19;92.2;
2012-06;Est;PARIS EST;STRASBOURG;465;465;0;23;95.1;
2012-06;Sud-Est;TOULON;PARIS LYON;265;265;0;57;78.5;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduise la fluidité des circulations.
2012-06;Atlantique;TOURS;PARIS MONTPARNASSE;204;204;0;15;92.6;
2012-06;Atlantique;PARIS MONTPARNASSE;TOURS;200;200;0;29;85.5;Quelques incidents ayant un fort impact sur la régularité des TGV.
2012-06;Nord;PARIS NORD;ARRAS;369;369;0;44;88.1;
2012-06;Atlantique;PARIS MONTPARNASSE;VANNES;182;182;0;12;93.4;
2014-12;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;473;473;0;46;90.3;
2014-12;Atlantique;PARIS MONTPARNASSE;TOURS;154;154;0;22;85.7;
2014-12;Atlantique;PARIS MONTPARNASSE;VANNES;167;167;0;21;87.4;
2014-12;Nord;PARIS NORD;DOUAI;106;106;0;6;94.3;
2014-12;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;10;10;0;0;100.0;
2014-12;Est;STRASBOURG;NANTES;43;43;0;3;93.0;
2014-12;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;127;127;0;13;89.8;
2014-12;Atlantique;TOURS;PARIS MONTPARNASSE;196;196;0;26;86.7;
2015-01;Nord;DOUAI;PARIS NORD;190;190;0;32;83.2;
2015-01;Sud-Est;MACON LOCHE;PARIS LYON;187;187;0;17;90.9;
2015-01;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;527;527;0;79;85.0;
2015-01;Est;NANCY;PARIS EST;288;287;1;18;93.7;
2015-01;Sud-Est;NICE VILLE;PARIS LYON;178;176;2;23;86.9;5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015
2015-01;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;192;192;0;12;93.8;
2014-07;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;640;640;0;67;89.5;
2014-08;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;656;656;0;68;89.6;
2014-08;Sud-Est;DIJON VILLE;PARIS LYON;468;468;0;39;91.7;
2014-08;Nord;DUNKERQUE;PARIS NORD;117;116;1;4;96.6;
2014-08;Sud-Est;GRENOBLE;PARIS LYON;183;183;0;16;91.3;
2014-08;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;228;228;0;9;96.1;
2014-08;Nord;LILLE;LYON PART DIEU;217;217;0;15;93.1;
2014-08;Nord;LYON PART DIEU;LILLE;248;248;0;86;65.3;De nombreux accidents de personne, à Chevry-Cossigny le 1er, Montpellier les 12 et 22 et Allan le 16. Découverte d'un corps à St Cézaire le 14. Plusieurs dérangement des installations essentiellement à Montanay et Cuy le 6 et à Tonerre le 14. Défaut d'alimentation au Creusot le 25 en raison d'un acte de malveillance et à Toutry le 27. Divaguation de bestiaux à Cesseins le 11. Quelques détresses matériel à Avignon le 4, Lyon le 5 et à Chatelet le 7. Des bagages abandonnés à Marne la Vallée le 14. Plusieurs limitations de vitesse suite à travaux essentiellement à Macon, Montanay et Marseille.
2014-08;Nord;MARSEILLE ST CHARLES;LILLE;128;128;0;50;60.9;"De nombreux accidents de personne, à Chevry-Cossigny le 1er, Montpellier les 12 et 22 et Allan le 16. Découverte d'un corps à St Cézaire le 14.
Plusieurs dérangement des installations essentiellement à Montanay et Cuy le 6 et à Tonerre le 14. Défaut d'alimentation au Creusot le 25 pour acte de malveillance et à Toutry le 27. Divaguation de bestiaux à Cesseins le 11. Quelques détresses matériel à Avignon le 4, Lyon le 5 et à Chatelet le 7. Des bagages abandonnés à Marne la Vallée le 14. Plusieurs limitations de vitesse suite à travaux essentiellement à Macon, Montanay et Marseille."
2014-08;Sud-Est;MONTPELLIER;PARIS LYON;371;371;0;48;87.1;En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot.
2014-08;Sud-Est;NIMES;PARIS LYON;371;371;0;60;83.8;En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot.
2014-08;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;199;199;0;27;86.4;
2014-08;Sud-Est;PARIS LYON;MACON LOCHE;221;221;0;13;94.1;
2014-08;Sud-Est;PARIS LYON;MONTPELLIER;366;366;0;50;86.3;
2014-08;Sud-Est;PARIS LYON;PERPIGNAN;194;194;0;29;85.1;En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot.
2014-08;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;396;396;0;22;94.4;
2014-08;Atlantique;PARIS MONTPARNASSE;LAVAL;236;236;0;12;94.9;
2014-08;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;154;154;0;24;84.4;
2014-08;Nord;PARIS NORD;DUNKERQUE;129;128;1;3;97.7;
2014-08;Atlantique;ST MALO;PARIS MONTPARNASSE;106;106;0;3;97.2;
2014-08;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;418;418;0;56;86.6;
2014-08;Est;STRASBOURG;PARIS EST;463;462;1;31;93.3;
2014-08;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;261;261;0;40;84.7;En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot.
2014-09;Nord;ARRAS;PARIS NORD;334;334;0;44;86.8;
2014-09;Sud-Est;AVIGNON TGV;PARIS LYON;445;443;2;85;80.8;
2014-09;Sud-Est;DIJON VILLE;PARIS LYON;457;457;0;30;93.4;
2014-09;Atlantique;LAVAL;PARIS MONTPARNASSE;219;219;0;17;92.2;
2014-09;Nord;LILLE;LYON PART DIEU;190;189;1;13;93.1;
2014-09;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;539;539;0;129;76.1;Plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies ont fortement perturbé la régularité des TGV sur cette liaison en septembre.
2014-09;Sud-Est;LYON PART DIEU;MONTPELLIER;359;354;5;100;71.8;Les intempéries sur les départements du Gard et de l'Hérault, ainsi que plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies, ont fortement perturbé la régularité des TGV sur cette liaison en septembre.
2014-09;Sud-Est;MACON LOCHE;PARIS LYON;196;196;0;34;82.7;
2014-09;Nord;MARSEILLE ST CHARLES;LILLE;119;119;0;34;71.4;Accidents de personne à Toulon le 1er et Roeux le 16, tentative de suicide à Avignon le 8, heurts d'animal à Haute Picardie le 3 et à Piolenc le 29, dérangement des installations à Nimes le 21, Croisilles le 22, Marne le 25 et Roeux le 26, violents orages à Piolenc le 15 et Toulon le 19, défaillance matériel à Macon le 23, incendie en gare de Manduel le 21, défaut d'alimentation à Nimes le 25 et Lyon le 26, très importantes innondations sur Montpellier les 29 et 30.
2014-09;Est;METZ;PARIS EST;289;289;0;12;95.8;
2014-09;Sud-Est;NIMES;PARIS LYON;324;318;6;77;75.8;Les intempéries sur les départements du Gard et de l'Hérault, ainsi que plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies, ont fortement perturbé la régularité des TGV sur cette liaison en septembre.
2014-09;Est;PARIS EST;REIMS;206;206;0;8;96.1;
2014-09;Sud-Est;PARIS LYON;ANNECY;154;154;0;5;96.8;
2014-09;Sud-Est;PARIS LYON;LYON PART DIEU;612;612;0;14;97.7;
2014-09;Sud-Est;PARIS LYON;PERPIGNAN;153;151;2;17;88.7;Les intempéries sur les départements du Gard et de l'Hérault, ainsi que plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies, ont fortement perturbé la régularité des TGV sur cette liaison en septembre.
2014-09;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;618;618;0;40;93.5;
2014-09;Atlantique;PARIS MONTPARNASSE;POITIERS;496;496;0;24;95.2;
2014-09;Atlantique;PARIS MONTPARNASSE;QUIMPER;146;146;0;15;89.7;Le 5, deux bagages abandonnés en gare de Paris-Montparnasse ont entrainé le retard de plusieurs train au départ. Le 7, une personne assise dans les voies près de Rosporden engendre un retard de 50 minutes. Le 9, la panne d'un train de Fret à Redon à retardé un TGV de 134 minutes. Le 15, un dysfonctionnement de la signalisation près de Rosporden, sans impact sur la sécurité des trains, a retardé un TGV de 45 minutes. Le 24, la panne d'un TER à Questembert a retardé un TGV de 55 minutes. 
2014-09;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;141;141;0;12;91.5;
2014-09;Atlantique;PARIS MONTPARNASSE;TOURS;145;145;0;11;92.4;
2014-09;Atlantique;QUIMPER;PARIS MONTPARNASSE;124;124;0;11;91.1;
2014-09;Est;STRASBOURG;PARIS EST;465;465;0;41;91.2;
2014-09;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;100;100;0;10;90.0;Le 8, le dysfonctionnement d'un passage à niveau a entrainé le retard du TGV 8516 de 80 minutes à son terminus. Le 17, un accident de personne en gare de Tonneins (47) retarde le TGV 8500. Le 19, des difficultés de circulation près de Monts retardent les TGV 8516 et 8510 respectivement de 33 et 39 minutes.
2014-09;Atlantique;VANNES;PARIS MONTPARNASSE;147;147;0;14;90.5;
2014-10;Atlantique;ANGOULEME;PARIS MONTPARNASSE;332;331;1;36;89.1;
2014-10;Nord;ARRAS;PARIS NORD;348;348;0;47;86.5;
2014-10;Sud-Est;BELLEGARDE (AIN);PARIS LYON;242;240;2;40;83.3;
2014-10;Atlantique;BREST;PARIS MONTPARNASSE;182;182;0;6;96.7;
2014-10;Sud-Est;MACON LOCHE;PARIS LYON;201;201;0;29;85.6;
